"region","prefecture","commune","ordre","action","dimension","impact_attendu","confiance","justification"
"Savanes","Oti-Sud","Oti-Sud 1",3,"Recruter et affecter des enseignants","Capacité enseignante","Élevé",67,"Taux d'encadrement estimé à 152.8 enseignants pour 100 jardins d'enfants, sous la référence nationale."
"Savanes","Oti-Sud","Oti-Sud 1",4,"Aménager des terrains de sport","Infrastructures essentielles","Moyen",67,"Seuls 27.6% des établissements disposent d'un terrain de sport."
"Savanes","Oti-Sud","Oti-Sud 1",5,"Construire des bibliothèques scolaires","Infrastructures essentielles","Moyen",62,"Aucune bibliothèque scolaire recensée sur le territoire."
"Savanes","Oti-Sud","Oti-Sud 2",1,"Construire de nouvelles écoles pour densifier le maillage","Couverture scolaire","Très élevé",63,"Densité de 6.9 établissements/100 km² et complétude du cycle de 100%, parmi les plus faibles du pays."
"Savanes","Oti-Sud","Oti-Sud 2",2,"Développer l'offre préscolaire (jardins d'enfants)","Couverture scolaire","Très élevé",63,"Seulement 21.6 jardins d'enfants pour 100 écoles primaires."
"Savanes","Oti-Sud","Oti-Sud 2",3,"Aménager des terrains de sport","Infrastructures essentielles","Élevé",63,"Seuls 17.4% des établissements disposent d'un terrain de sport."
"Savanes","Oti-Sud","Oti-Sud 2",4,"Recruter et affecter des enseignants","Capacité enseignante","Élevé",63,"Taux d'encadrement estimé à 152.7 enseignants pour 100 jardins d'enfants, sous la référence nationale."
"Savanes","Oti-Sud","Oti-Sud 2",5,"Construire des bibliothèques scolaires","Infrastructures essentielles","Moyen",58,"Aucune bibliothèque scolaire recensée sur le territoire."
"Savanes","Tandjoaré","Tandjoaré 1",1,"Aménager des terrains de sport","Infrastructures essentielles","Élevé",72,"Seuls 24% des établissements disposent d'un terrain de sport."
"Savanes","Tandjoaré","Tandjoaré 1",2,"Recruter et affecter des enseignants","Capacité enseignante","Élevé",72,"Taux d'encadrement estimé à 150.3 enseignants pour 100 jardins d'enfants, sous la référence nationale."
"Savanes","Tandjoaré","Tandjoaré 1",3,"Construire des bibliothèques scolaires","Infrastructures essentielles","Moyen",67,"Aucune bibliothèque scolaire recensée sur le territoire."
"Savanes","Tandjoaré","Tandjoaré 1",4,"Construire des blocs de toilettes et latrines améliorées","Infrastructures essentielles","Modéré",67,"73.1 points de toilettes pour 100 établissements ; au niveau national, seuls 6 à 38% des établissements disposent d'un assainissement de base (UNESCO-ISU 2022)."
"Savanes","Tandjoaré","Tandjoaré 2",1,"Recruter et affecter des enseignants","Capacité enseignante","Élevé",71,"Taux d'encadrement estimé à 150.4 enseignants pour 100 jardins d'enfants, sous la référence nationale."
"Savanes","Tandjoaré","Tandjoaré 2",2,"Aménager des terrains de sport","Infrastructures essentielles","Élevé",71,"Seuls 25% des établissements disposent d'un terrain de sport."
"Savanes","Tandjoaré","Tandjoaré 2",3,"Construire des bibliothèques scolaires","Infrastructures essentielles","Moyen",66,"Aucune bibliothèque scolaire recensée sur le territoire."
"Savanes","Tandjoaré","Tandjoaré 2",4,"Construire des blocs de toilettes et latrines améliorées","Infrastructures essentielles","Modéré",66,"78 points de toilettes pour 100 établissements ; au niveau national, seuls 6 à 38% des établissements disposent d'un assainissement de base (UNESCO-ISU 2022)."
"Savanes","Tône","Tône 1",1,"Aménager des terrains de sport","Infrastructures essentielles","Élevé",83,"Seuls 22.5% des établissements disposent d'un terrain de sport."
"Savanes","Tône","Tône 1",2,"Construire des bibliothèques scolaires","Infrastructures essentielles","Moyen",78,"Aucune bibliothèque scolaire recensée sur le territoire."
"Savanes","Tône","Tône 1",3,"Construire des blocs de toilettes et latrines améliorées","Infrastructures essentielles","Modéré",78,"80.5 points de toilettes pour 100 établissements ; au niveau national, seuls 6 à 38% des établissements disposent d'un assainissement de base (UNESCO-ISU 2022)."
"Savanes","Tône","Tône 2",1,"Aménager des terrains de sport","Infrastructures essentielles","Élevé",64,"Seuls 17.4% des établissements disposent d'un terrain de sport."
"Savanes","Tône","Tône 2",2,"Construire des bibliothèques scolaires","Infrastructures essentielles","Moyen",59,"Aucune bibliothèque scolaire recensée sur le territoire."
"Savanes","Tône","Tône 2",3,"Construire des blocs de toilettes et latrines améliorées","Infrastructures essentielles","Modéré",59,"68.5 points de toilettes pour 100 établissements ; au niveau national, seuls 6 à 38% des établissements disposent d'un assainissement de base (UNESCO-ISU 2022)."
"Savanes","Tône","Tône 3",1,"Réhabiliter et électrifier les bâtiments scolaires","Infrastructures essentielles","Moyen",64,"50.5% de bâtiments construits depuis 2010 ; l'électrification nationale varie de 29% (primaire) à 66% (lycée) (UNESCO-ISU 2022)."
"Savanes","Tône","Tône 3",2,"Aménager des terrains de sport","Infrastructures essentielles","Moyen",64,"Seuls 26.4% des établissements disposent d'un terrain de sport."
"Savanes","Tône","Tône 3",3,"Construire des bibliothèques scolaires","Infrastructures essentielles","Moyen",59,"Aucune bibliothèque scolaire recensée sur le territoire."
"Savanes","Tône","Tône 3",4,"Construire des blocs de toilettes et latrines améliorées","Infrastructures essentielles","Modéré",59,"82.1 points de toilettes pour 100 établissements ; au niveau national, seuls 6 à 38% des établissements disposent d'un assainissement de base (UNESCO-ISU 2022)."
"Savanes","Tône","Tône 4",1,"Aménager des terrains de sport","Infrastructures essentielles","Moyen",67,"Seuls 27.1% des établissements disposent d'un terrain de sport."
"Savanes","Tône","Tône 4",2,"Construire des bibliothèques scolaires","Infrastructures essentielles","Moyen",62,"Aucune bibliothèque scolaire recensée sur le territoire."
"Savanes","Tône","Tône 4",3,"Construire des blocs de toilettes et latrines améliorées","Infrastructures essentielles","Modéré",62,"85.6 points de toilettes pour 100 établissements ; au niveau national, seuls 6 à 38% des établissements disposent d'un assainissement de base (UNESCO-ISU 2022)."
